
 
---------- Probe ---------
 
N1 = 73.0
N2 = 49.0
A = 7.36E-7
LM = 0.02182
NU = 1.0
R = 0.101134
 
--------- Signal ---------
 
signal = Triangle
amplitude = 7.480000
f = 200.000000
Fs = 800000.000000
waves = 2.0
date = 12/10/2018 15:07
 
---------- Misc ----------
 
Hc = 3508.143057752257 A/m
W = --- J/kg^3
 
--------------------------
 
t	U1	U2	H	Braw	Jraw	B_drift	 J_drift	B_corr	J_corr
1.250000E-6	-0.000183	-1.220703E-5	-4.118537458490824	-3.525859E-8	7.576449E-6	6.123022135707485E-8	7.6730125226179E-6	-0.007092937836188676	-0.007086780595947213
2.500000E-6	-0.000168	-6.103516E-6	-3.6137704584908246	-7.051718E-8	6.906882E-6	1.224604427141497E-7	7.1000090452358016E-6	-0.0070928766059673186	-0.007087353599424595
3.750000E-6	-0.000107	3.051758E-5	-1.5947014584908241	7.756890E-7	5.215852E-6	1.0651554340712246E-6	5.5055425678537025E-6	-0.007091933910975961	-0.007088948065901977
5.000000E-6	-0.000122	3.051758E-5	-2.099468458490824	1.939222E-6	7.013694E-6	2.3251772454282994E-6	7.399948090471603E-6	-0.007090673889164604	-0.007087053660379359
6.250000E-6	-0.000122	4.882813E-5	-2.099468458490824	4.054738E-6	9.129210E-6	4.5371820567853745E-6	9.612027613089504E-6	-0.007088461884353248	-0.007084841580856741
7.500000E-6	-4.577637E-5	0.000140	0.42436654150917597	9.061457E-6	1.096438E-5	9.64038986814245E-6	1.1543761135707405E-5	-0.007083358676541891	-0.007082909847334123
8.750000E-6	0.000000	0.000256	1.9386675415091759	1.808766E-5	1.808766E-5	1.8763081679499525E-5	1.8763604658325308E-5	-0.007074235984730533	-0.007075690003811506
1.000000E-5	7.629395E-5	0.000397	4.462502541509176	3.183851E-5	2.866696E-5	3.26104204908566E-5	2.9439468180943206E-5	-0.0070603886459191766	-0.007065014140288888
1.125000E-5	0.000183	0.000537	7.995872541509176	5.091340E-5	4.330169E-5	5.1781799302213675E-5	4.4170761703561105E-5	-0.007041217267107819	-0.00705028284676627
1.250000E-5	0.000259	0.000757	10.519707541509176	7.700476E-5	6.622151E-5	7.796964811357074E-5	6.7187145226179E-5	-0.0070150294182964625	-0.007027266463243652
